word,pronunciation,meaning1,meaning2,meaning3
panel,'pænl,"cán ô (cửa, tường),  panô; ô vải khác màu (trên quần áo đàn bà); mảnh da (cừu, dê... để viết)",(pháp lý) danh sách hội thẩm; ban hội thẩm; (Ê-cốt) danh sách báo cáo; danh sách bác sĩ bảo hiểm (đăng ký nhận chữa bệnh nhân theo chế độ bảo hiểm ở Anh),"nhóm người tham gia hội thảo, nhóm người tham gia tiết mục ""trả lời câu đố"" ... (ở đài phát thanh, đài truyền hình); cuộc hội thảo... (ở đài phát thanh, đài truyền hình...)"
essentially,,"về bản chất, về cơ bản",,
spread,spred,"sự trải ra, sự căng ra, sự giăng ra","sự truyền bá (giáo dục, tư tưởng...)",sải cánh (của chim...)
founded,,có cơ sở,,
acute,'əkju:t,"sắc, sắc bén, sắc sảo; nhạy, tinh, thính","buốt, gay gắc, kịch liệt, sâu sắc",(y học) cấp
utility,ju:'tiliti,sự có ích; tính có ích,"vật có ích, vật dùng được",thuyết vị lợi
desirable,di'zaiərəbl,"đáng thèm muốn; đáng ao ước, đáng khát khao",(thông tục) khêu gợi (dục vọng),
draft,dræf,cặn,"nước vo gạo, nước rửa bát (để nấu cho lợn...)",bã lúa mạch (sau khi ủ bia)[drɑ:ft]
effectively,i'fektivli,có kết quả,"có hiệu lực, có hiệu quả, có ích",với ấn tượng sâu sắc
conventional,kən'venʃənl,quy ước,"theo tập quán, theo tục lệ",thường
concrete,'kɔnkri:t,cụ thể,bằng bê tông,vật cụ thể
criticism,'kritisizm,"sự phê bình, sự phê phán, sự bình phẩm, sự chỉ trích","lời phê bình, lời phê phán, lời bình phẩm, lời chỉ trích",
translation,træns'leiʃn,sự dịch; bản (bài) dịch,"sự chuyển sang, sự biến thành","sự giải thích, sự coi là"
prevention,pri'venʃn,"sự ngăn cản, sự ngăn trở, sự ngăn ngừa, sự phòng ngừa",,
residence,'rezidəns,"sự ở, sự cư trú, sự trú ngụ","chỗ ở, nơi cư trú, nhà ở",dinh thự
deputy,'depjuti,"người được uỷ quyền, người thay quyền; người thay mặt, đại biểu, đại diện",(trong danh từ ghép) phó,nghị sĩ
outside,'aut'said,"bề ngoài, bên ngoài",thế giới bên ngoài,hành khách ngồi phía ngoài
obligation,",ɔbli'geiʃn","nghĩa vụ, bổn phận","ơn; sự mang ơn, sự biết ơn, sự hàm ơn",(pháp lý) giao ước
sensitive,'sensitiv,có cảm giác; (thuộc) cảm giác,"dễ cảm, dễ cảm động, dễ cảm xúc; nhạy cảm",nhạy
conversion,,"(Tech) đổi, chuyển hoán/đổi, biến đổi",,
beam,bi:m,"(kiến trúc) xà, rầm","đòn, cán (cân); bắp (cây); trục cuốn chỉ (máy dệt); gạc chính (sừng hươu)",(kỹ thuật) đòn cân bằng; con lắc
superintendent,",sju:prin'tendənt","người giám thị, người trông nom, người quản lý (công việc)",sĩ quan cảnh sát,
assumption,ə'sʌmpʃn,"sự mang, sự khoác, sự lấy (cái vẻ, tính chất...)","sự làm ra vẻ, sự giả bộ","sự mệnh danh (là đúng), sự cho rằng (là đúng), sự thừa nhận"
vital,'vaitl,"(thuộc sự) sống, cần cho sự sống","sống còn, quan trọng",nguy hiểm đến tính mạng
abuse,ə'bju:s,"sự lạm dụng, sự lộng hành","thói xấu, hủ tục","sự lăng mạ, sự sỉ nhục, sự chửi rủa, sự xỉ vả"
axis,'æksis,trục,(vật lý) tia xuyên,"(chính trị) trục Béc-lin,  Rô-ma,  Tô-ki-ô (khối liên minh)"
valid,'vælid,"vững chắc, có căn cứ","(pháp lý) có giá trị, có hiệu lực; hợp lệ",
partnership,'pɑ:tnəʃip,sự chung thân,"hội, công ty",
slight,slait,"mỏng mảnh, thon, gầy, mảnh khảnh, yết ớt","nhẹ, qua loa, sơ sài; không đang kể, mong manh","sự coi thường, sự coi nhẹ, sự xem khinh"
equity,'ekwiti,"tính công bằng, tính vô tư",tính hợp tình hợp lý,"(từ Mỹ,nghĩa Mỹ) yêu sách hợp tình hợp lý; quyền lợi hợp tình hợp lý"
contemporary,kən'tempərəri,temporary),đương thời,cùng thời; cùng tuổi (người); xuất bản cùng thời (báo chí)
characteristic,",kæriktə'ristik","riêng, riêng biệt, đặc thù, đặc trưng","đặc tính, đặc điểm",
submit,səb'mit,to submit oneself to... chịu phục tùng...,"đệ trình, đưa ra ý kiến là","chịu, cam chịu, quy phục"
dose,dous,"liều lượng, liều thuốc",cho uống thuốc theo liều lượng,trộn lẫn (rượu vang với rượu mạnh...)
cable,'keibl,dây cáp,cáp xuyên đại dương,(như) cablegram
pension,'penʃn,lương hưu,tiền trợ cấp,nhà trọ cơm tháng
shift,ʃift,"sự thay đổi vị trí, sự thay đổi tính tình; sự thăng trầm; sự luân phiên","ca, kíp","mưu mẹo, phương kế"
formerly,'fɔ:məli,"trước đây, thuở xưa",,
execution,",eksi'kju:ʃn","sự thực hiện, sự thi hành, sự thừa hành, sự chấp hành",sự thể hiện; sự biểu diễn (bản nhạc...),"(pháp lý) sự làm thủ tục để cho có giá trị (hiệp ước, giao kèo...)"
identical,ai'dentik,(ngoại giao) identic note công hàm tư tưởng (do nhiều nước cùng gửi cho một nước),"đúng, chính","(lôgic,  toán) đồng nhất"
thickness,'θiknis,"độ dày, bề dày","tình trạng đục, trạng thái không trong; trạng thái đặc, trạng thái sền sệt (của nước, rượu, cháo...)","tính dày đặc, tính rậm rạp"
considerably,kən'sidərəbli,"đáng kể, lớn lao, nhiều",,
consciousness,'kɔnʃəsnis,sự hiểu biết,ý thức,
supervision,",sju:pə'viʤn","sự trông nom, sự giám sát",,
width,wid,tính chất rộng,"bề rộng, bề ngang",khổ (vi)
peak,pi:k,lưỡi trai (của mũ),"đỉnh, chỏm chóp (núi); đầu nhọn (của râu, ngạnh)","đỉnh cao nhất, tột đỉnh, cao điểm"
functional,'fʌɳkʃənl,(như) functionary,"(toán học) (thuộc) hàm, (thuộc) hàm số",(hoá học) (thuộc) chức
intellectual,",inti'lektjuəl",(thuộc) trí óc; vận dụng trí óc,"có trí thức, hiểu biết rộng; tài trí","người trí thức, người lao động trí óc"
biological,",baiə'lɔdʤik",(thuộc) sinh vật học,,
completion,kəm'pli:ʃn,"sự hoàn thành, sự làm xong","sự làm cho hoàn toàn, sự làm cho đầy đủ",
adoption,ə'dɔpʃn,sự nhận làm con nuôi; sự nhận làm bố mẹ nuôi,"sự theo, sự làm theo (phương pháp...)","sự chọn (nghề, người cho một chức vị)"
commonwealth,'kɔmənwelθ,toàn thể nhân dân (của một nước),khối cộng đồng; nước cộng hoà,Commonwealth liên bang Uc
effectiveness,i'fektivnis,sự có hiệu lực,ấn tượng sâu sắc,
physician,fi'ziʃn,thầy thuốc,(nghĩa bóng) người chữa,
sufficiently,,"đủ, thích đáng",,
priority,priority,"quyền được trước, sự ưu tiên; điều được xét trước hết",,
lease,li:s,hợp đồng cho thuê,đem cho thuê,cho thuê theo hợp đồng
manufacture,",mænju'fæktʃə","sự chế tạo, sự sản xuất",công nghiệp,
universal,",ju:ni'və:səl","thuộc vũ trụ, thuộc thế giới, thuộc vạn vật","toàn bộ, toàn thể, tất cả, chung, phổ thông, phổ biến; vạn năng",
devoted,di'voutid,"hiến cho, dâng cho, dành cho","hết lòng, tận tâm, tận tình, tận tuỵ; sốt sắng, nhiệt tình",
intent,in'tent,"ý định, mục đích",nghĩa,"hầu như, thực tế là"
fluid,fluid,"lỏng, dễ cháy",hay thay đổi,(quân sự) di động (mặt trận...)
disposal,dis'pouzəl,"sự sắp đặt, sự sắp xếp, sự bố trí, cách sắp xếp, cách bố trí","sự vứt bỏ đi, sự bán tống đi","sự bán, sự chuyển nhượng, sự nhượng lại"
ultimately,'ʌltimitli,"cuối cùng, sau cùng, sau rốt",,
guidelines,,(Econ) Nguyên tắc chỉ đạo.,,
availability,"ə,veilə'biliti","tính sẵn sàng để dùng, tính có thể dùng được","sự có thể kiếm được, sự có thể mua được, sự có thể có được","sự có hiệu lực, sự có giá trị"
correspondence,",kɔris'pɔndəns","sự xứng nhau, sự tương ứng; sự phù hợp",thư từ; quan hệ thư từ,
contractor,kən'træktə,"thầu khoán, người đấu thầu, người thầu (cung cấp lương thực cho quân đội, bệnh viện, trường học)",(giải phẫu) cơ co,
proceeding,proceeding,"cách tiến hành, cách hành động",(số nhiều) việc kiện tụng,(số nhiều) biên bản lưu (của cuộc họp...)
virtue,'və:tju:,"đức, đức hạnh","đức tính, tính tốt","trinh tiết, tiết nghĩa"
thereafter,ðeər'ɑ:ftə,"sau đó, về sau",,
stocks,,(Econ) Dự trữ.,,
ultimate,'ʌltimit,"cuối cùng, sau cùng, chót","cơ bản, chủ yếu","(từ Mỹ,nghĩa Mỹ) lớn nhất, tối đa"
headquarters,'hed'kwɔ:təz,"(quân sự) sự chỉ huy, tổng hành dinh",,
involvement,in'vɔlvmənt,"sự gồm, sự bao hàm","sự làm cho mắc míu; sự làm cho dính líu, sự làm dính dáng; sự mắc míu; sự liên luỵ, sự dính líu, sự dính dáng","sự để hết tâm trí; tình trạng tâm trí bị thu hút, tình trạng bị lôi cuốn vào"
clothing,'klouðiɳ,"quần áo, y phục",,
commander,kə'mɑ:ndə,"người điều khiển, người cầm đầu người chỉ huy, sĩ quan chỉ huy",(kỹ thuật) cái vồ lớn,
dynamic,dai'næmik,(thuộc) động lực,(thuộc) động lực học,"năng động, năng nổ, sôi nổi"
reasonably,,hợp lý,vừa phải; chấp nhận được hoặc tạm được; vừa vừa hoặc kha khá,
probable,probable,"có thể có, có khả năng xảy ra, chắc hẳn, có lễ đúng, có lẽ thật",người ứng cử có nhiều khả năng trúng cử,sự chọn lựa hầu như chắc chắn
mounted,'mɔtld,cưỡi (ngựa),"(quân sự) cưỡi ngựa, cơ giới hoá",(quân sự) đặt (súng)
manufacturer,",mænju'fæktʃərə","người chế tạo, người sản xuất","nhà công nghiệp; chủ xí nghiệp, chủ xưởng",
decade,'dekeid,"bộ mười, nhóm mười",thời kỳ mười năm,tuần (mười ngày)
candidate,'kændidit,người ứng cử,người dự thi; thí sinh,người dự tuyển (vào một chức gì)
recommendation,",rekəmen'deiʃn","sự giới thiệu, sự tiến cử","làm cho người ta mến, đức tính làm cho có cảm tưởng tốt","sự khuyên nhủ, sự dặn bảo"
shipping,'ʃipiɳ,sự xếp hàng xuống tàu; sự chở hàng bằng tàu,"tàu (của một nước, ở một hải cảng)",thương thuyền; hàng hải
margin,'mɑ:dʤin,"mép, bờ, lề","số dư, số dự trữ",giới hạn
regime,rei'ʤi:m,"chế độ, chính thể",,
precisely,pri'saisli,"đúng, chính xác","đúng thế, hoàn toàn đúng (dùng trong câu trả lời tán tỉnh...)",
excessive,ik'sesiv,"quá mức, thừa","quá thể, quá đáng",
regardless,ri'gɑ:dlis,"không kể, không đếm xỉa tới, không chú ý tới; bất chấp",,
cast,kɑ:st,"sự quăng, sự ném (lưới...); sự thả (neo...); sự gieo (súc sắc...)","(nghĩa bóng) sự thử làm, sự cầu may",khoảng ném; tầm xa (của mũi tên)
thoroughly,'θʌrəli,"hoàn toàn, hoàn hảo","hết mực, hết sức, rất",
liberal,'libərəl,"rộng rãi, hào phóng","không hẹp hòi, không thành kiến","nhiều, rộng râi, đầy đủ"
penalty,'penlti,"hình phạt, tiền phạt","(thể dục,thể thao) quả phạt đền (bóng đá)","(định ngữ),  (thể dục,thể thao) phạt đền"
ethnic,'eθnik,"thuộc dân tộc, thuộc tộc người","không theo tôn giáo nào, vô thần",
dispute,dis'pju:t,"cuộc bàn cãi, cuộc tranh luận",cuộc tranh chấp (giữa hai người...),"cuộc cãi cọ; sự bất hoà, sự bất đồng ý kiến"
select,si'lekt,"được lựa chọn, có chọn lọc","kén chọn; dành riêng cho những người được kén chọn (hội, tổ chức...)","(từ Mỹ,nghĩa Mỹ) hay kén chọn, khó tính"
induced,,"cảm sinh, cảm ứng",,
theme,θi:m,"đề tài, chủ đề","(ngôn ngữ nhà trường) luận văn, bài luận",(ngôn ngữ học) chủ tố
discipline,'disiplin,kỷ luật,sự rèn luyện trí óc,nhục hình; sự trừng phạt
bearing,'beəriɳ,sự mang,sự chịu đựng,"sự sinh nở, sự sinh đẻ"
import,'impɔ:t,"sự nhập, sự nhập khẩu (hàng hoá)","((thường) số nhiều) hàng nhập, hàng nhập khẩu","ý nghĩa, nội dung (của một từ, một văn kiện)"
treat,tri:t,"sự đãi, sự thết đãi","tiệc, buổi chiêu đãi","điều vui thích, điều thú vị, điều khoan khoái"
sustained,,được duy trì liên tục,,
radical,'rædikəl,"gốc, căn bản",(chính trị) cấp tiến,đảng Cấp tiến
adverse,'ædvə:s,"đối địch, thù địch, nghịch lại, chống đối","bất lợi, có hại",ngược
virtually,'və:tjuəli,"thực sự, thực tế","hầu như, gần như",
validity,və'liditi,(pháp lý) giá trị pháp lý; hiệu lực; tính chất hợp lệ,giá trị,
eligible,i'liminəbl,"đủ tư cách, thích hợp",có thể chọn được,
perception,pə'sepʃn,sự nhận thức,(triết học) tri giác,(pháp lý) sự thu (thuế...)
likewise,'laikwaiz,"cúng thế, giống như cậy","cũng, còn là",cũng vậy
plot,plɔt,"mảnh đất nhỏ, miếng đất","tình tiết, cốt truyện (kịch, tiểu thuyết...)","(từ Mỹ,nghĩa Mỹ) sơ đồ, đồ thị, biểu đồ, đồ án"
particle,'pɑ:tikl,"chút, tí chút","(ngôn ngữ học) tiểu từ không biến đổi; tiền tố, hậu tố",(vật lý) hạt
replacement,ri'pleismənt,"sự thay thế; vật thay thế, người thay thế",sự đặt lại chỗ c,
inflation,in'fleiʃn,"sự bơm phồng, sự thổi phồng; tình trạng được bơm phồng, tình trạng được thổi phồng",sự lạm phát,sự tăng giá giả tạo
undertaken,",ʌndə'teik","làm, định làm","nhận làm, cam kết","bảo đảm, cam đoan"
confined,,"giới hạn, hạn chế",,
migration,mai'greiʃn,sự di trú,sự chuyển trường (từ trường đại học này sang trường đại học khác),đoàn người di trú; bầy chim di trú
abandoned,ə'bændənd,"bị bỏ rơi, bị ruồng bỏ","phóng đãng, truỵ lạc",
recreation,",rekri'eiʃn","sự giải lao, sự giải trí, sự tiêu khiển","giờ chơi, giờ nghỉ, giờ giải lao (ở trường học)","(từ Mỹ,nghĩa Mỹ),  (quân sự) căn cứ (để) nghỉ ngơi"
modification,",mɔdifi'keiʃn","sự sửa đổi, sự biến cải, sự thay đổi","sự làm giảm nhẹ, sự bớt đi, sự dịu đi",(ngôn ngữ học) sự biến thể; hiện tượng biến âm sắc
database,,"(Tech) kho dữ liệu, cơ sở dữ liệu [TN]",,
though,ðou,"dù, dù cho, mặc dù, dẫu cho","dường như, như thể là",(xem) even
privilege,privilege,"đặc quyền, đặc ân",cho đặc quyền; ban đặc ân (cho ai),miễn (ai) khỏi chịu (gánh nặng...)
memorial,mi'nɔ:riəl,"(thuộc) kỷ niệm; để ghi nhớ, để kỷ niệm",(thuộc) ký ức,"(từ Mỹ,nghĩa Mỹ) ngày chiến sĩ trận vong (30 tháng 5)"
segment,'segmənt,"đoạn, khúc, đốt, miếng","(toán học) đoạn, phân","cắt từng đoạn, cắt ra từng khúc, cắt ra từng miếng"
pine,pain,(thực vật học) cây thông,gỗ thông,(như) pineapple
separately,,"không cùng nhau; thành người riêng, vật tách riêng ra",,
excluded,,bị loại trừ,,
disposition,",dispə'ziʃn","sự sắp xếp, sự sắp đặt, cách sắp xếp, cách bố trí","((thường) số nhiều) (quân sự) kế hoạch; sự chuẩn bị, cách bố trí lực lượng (tấn công hoặc phòng ngự)","sự dùng, sự tuỳ ý sử dụng"
cabinet,'kæbinit,"tủ (có nhiều ngăn, đựng đồ dạc quý)","vỏ (máy thu thanh, máy ghi âm)","nội các, chính phủ"
attendance,ə'tendəns,"sự dự, sự có mặt","số người dự, số người có mặt","sự chăm sóc, sự phục vụ, sự phục dịch; sự theo hầu"
