word,pronunciation,meaning1,meaning2,meaning3
historical,his'tɔrikəl,"lịch sử, (thuộc) lịch sử; có liên quan đến lịch sử",,
removed,ri'mu:vd,"xa, xa cách, khác biệt",(xem) cousin,
environmental,,thuộc về môi trường,,
concentration,",kɔnsen'treiʃn",sự tập trung; nơi tập trung,(hoá học) sự cô,
agricultural,",ægri'kʌltʃərəl",(thuộc) nông nghiệp,,
granted,,"giả dụ như vậy, cứ cho là như vậy, cứ công nhận như vậy",,
measure,'meʤə,"sự đo, sự đo lường; đơn vị đo lường, cái để đo","(nghĩa bóng) hạn độ, phạm vi, giới hạn, chừng mức","tiêu chuẩn để đánh giá; cái để đánh giá, cái để xét; thước đo"
assets,,(toán kinh tế) tài sản; tiền có,fixed a. tài sản cố định,personal a. động sản
governor,'gʌvənə,kẻ thống trị,"thống sử, thủ hiến, thống đốc","uỷ viên hội đồng quản trị (một trường học, một bệnh viện...)"
pain,pein,"sự đau đớn, sự đau khổ (thể chất, tinh thần)",(số nhiều) sự đau đẻ,(số nhiều) nỗi khó nhọc công sức
leading,'li:diɳ,"sự lânh đạo, sự hướng dẫn, sự dẫn đầu","thế lực, ảnh hưởng","lânh đạo, hướng dẫn, dẫn đầu"
assistant,ə'sistənt,"người giúp đỡ, người phụ tá",trợ giáo; (pháp lý) viên phụ thẩm,người bán hàng ((cũng) shop assistant)
conclusion,kən'klu:ʤn,"sự kết thúc, sự chấm dứt; phần cuối","sự kết luận, phần kết luận","sự quyết định, sự giải quyết, sự dàn xếp, sự thu xếp"
absence,'æbsəns,"sự vắng mặt, sự nghỉ (học), sự đi vắng; thời gian vắng mặt, lúc đi vắng","sự thiếu, sự không có",sự điểm danh
storage,'stɔ:ridʤ,sự xếp vào kho,kho; khu vực kho,thuế kho
slightly,'slaitiɳli,"mỏng mảnh, yếu ớt","qua, sơ, hơi",
hearing,'hiəriɳ,thính giác,tầm nghe,sự nghe
definition,",defi'niʃn","sự định nghĩa, lời định nghĩa","sự định, sự định rõ, sự xác định (quyền lợi, ranh giới...)",(vật lý) sự rõ nét (hình ảnh); độ rõ (âm thanh)
intended,in'tendid,"có định ý, có dụng ý, đã được nhằm; chờ đợi","sắp cưới, đã hứa hôn","(thông tục) vợ sắp cưới, chồng sắp cưới"
element,'elimənt,yếu tố,nguyên tố,(hoá học) nguyên tố
lead,led,chì,"(hàng hải) dây dọi dò sâu, máy dò sâu",(ngành in) thanh cỡ
respectively,ris'pektivli,"riêng từng người, riêng từng cái; tương ứng (với vị trí, thứ tự, địa vị)",,
transport,trænspɔ:t,"sự chuyên chở, sự vận tải","phương tiện đi lại, phương tiện vận chuyển",tàu chở quân ((cũng) troop-transport)
measured,'meʤəd,"đều đặn, nhịp nhàng, có chừng mực","đắn đo, cân nhắc, có suy nghĩ, thận trọng (lời nói)",
railway,'reilwei,"đường sắt, đường xe lửa, đường ray",(định ngữ) (thuộc) đường sắt,
selection,si'lekʃn,"sự lựa chọn, sự chọn lọc, sự tuyển lựa",người (vật) được chọn lựa,(sinh vật học) sự chọn lọc
session,'seʃn,"buổi họp, phiên họp, kỳ họp; hội nghị",thời kỳ hội nghị,"(từ Mỹ,nghĩa Mỹ); (Ê-cốt) học kỳ"
grant,grɑ:nt,"sự cho, sự ban cho, sự cấp cho",trợ cấp,"sự nhượng, sự nhường lại (của cải, quyền...)"
religion,ri'lidʤn,"tôn giáo, đạo; sự tín ngưỡng, sự tu hành",sự sùng bái; việc có nghĩa vụ phải làm,
politics,'pɔlitiks,chính trị,hoạt động chính trị,"chính kiến, quan điểm chính trị"
permanent,'pə:mənənt,"lâu dài, lâu bền, vĩnh cửu, thường xuyên, thường trực; cố định",,
please,pli:z,"làm vui lòng, làm hài lòng, làm vừa lòng, làm vừa ý; làm thích, làm vui","thích, muốn","mong ông (bà...) làm ơn (ngụ ý lễ phép, tôn kính)"
firm,'fə:m,"hãng, công ty","chắc, rắn chắc",vững chắc; bền vững
race,reis,(sinh vật học) nòi,"chủng tộc, nòi người","loài, giống"
sex,seks,giới tính,"giới đàn ông, giới phụ nữ","vấn đề sinh lý, vấn đề dục tính"
damage,'dæmidʤ,"mối hại, điều hại, điều bất lợi",sự thiệt hại,(số nhiều) tiền bồi thường thiệt hại; tiền bồi thường tai nạn
marriage,'mæridʤ,"sự cưới xin, sự kết hôn, hôn nhân",lễ cưới,
debt,det,nợ,món nợ không hy vọng được trả,mang công mắc nợ
sort,sɔ:t,"thứ, loại, hạng","(từ cổ,nghĩa cổ) kiểu, cách",(ngành in) bộ chữ
combination,",kɔmbi'neiʃn","sự kết hợp, sự phối hợp",(hoá học) sự hoá hợp,(hoá học) hợp chất
skin,skin,"da, bì",vỏ,da thú
recognized,'rekəgnaizd,"được công nhận, được thừa nhận, được chấp nhận",(thương nghiệp) được tín nhiệm,
mental,'mentl,(y học) (thuộc) cằm,"(thuộc) tâm thần, (thuộc) tinh thần","(thuộc) trí tuệ, (thuộc) trí óc"
largely,'lɑ:dʤli,ở mức độ lớn,phong phú,hào phóng
nuclear,'nju:kliə,(vật lý) (thuộc) hạt nhân,có nhân,
engaged,in'geidʤd,"đã đính ước, đã hứa hôn","được giữ trước, có người rồi (xe, chỗ ngồi...)","mắc bận, bận rộn"
origin,'ɔridʤin,"gốc, nguồn gốc, căn nguyên, khởi nguyên",dòng dõi,
season,'si:zn,mùa (trong năm),"thời cơ, lúc mùa, vụ, thời gian hoạt động mạnh",một thời gian
connected,kə'nektid,"mạch lạc (bài nói, lý luận...)","có quan hệ vơi, có họ hàng với",(toán học) liên thông
conflict,'kɔnflikt,"sự xung đột, sự tranh giành, sự va chạm",cuộc xung đột,"sự đối lập, sự mâu thuẫn"
numerous,'nju:mərəs,"đông, đông đảo, nhiều","có vần, có nhịp điệu (văn, thơ)",
waste,weist,"bỏ hoang, hoang vu (đất)",bị tàn phá,"bỏ đi, vô giá trị, không dùng nữa, bị thải đi"
substantial,səb'stænʃəl,"thật, có thật","có thực chất, thực tế","quan trọng, trọng yếu, có giá trị thực sự, lớn lao"
preparation,",prepə'reiʃn","sự soạn, sự sửa soạn, sự chuẩn bị, sự dự bị","((thường) số nhiều) các thứ sửa soạn, các thứ sắm sửa, các thứ chuẩn bị, các thứ dự bị",sự soạn bài; bài soạn (của học sinh)
joint,dʤɔint,"chỗ nối, mối nối, đầu nối",(giải phẫu) khớp (xương),"(thực vật học) mấu, đốt"
efficiency,i'fiʃəni,"hiệu lực, hiệu quả","năng lực, khả năng","năng suất, hiệu suất"
possibility,",pɔsə'biliti","sự có thể, tình trạng có thể, khả năng",,
vehicle,'vi:ikl,"xe, xe cộ","(nghĩa bóng) vật truyền, phương tiện truyền bá",(dược học) tá dược lỏng
establishment,is'tæbliʃmənt,"sự thành lập, sự thiết lập, sự kiến lập",sự đặt (ai vào một địa vị),"sự chứng minh, sự xác minh (sự kiện...)"
stress,stres,sự nhấn mạnh,(ngôn ngữ học) trọng âm; âm nhấn,"sự cố gắng, sự đòi hỏi bỏ nhiều sức lự"
affected,ə'fektid,"(+ to,  towards) có ý (tốt, xấu... đối với ai)",xúc động,"bị mắc, bị nhiễm (bệnh...)"
contain,kən'tein,"chứa đựng, bao hàm, gồm có, bao gồm","nén lại, dằn lại, kìm lại, kiềm chế","chận lại, ngăn lại, cản lại, kìm lại"
composition,",kɔmpə'ziʃn","sự hợp thành, sự cấu thành","cấu tạo, thành phần",phép đặt câu; phép cấu tạo từ ghép
electrical,i'lektrikəl,(thuộc) điện,,
solid,'sɔlid,"rắn, đặc","vững chắc, rắn chắc, chắc nịch","chắc chắn, có cơ sở, có thể tin cậy được, thật sự"
consumption,kən'sʌmpʃn,"sự tiêu thụ, sự tiêu dùng (hàng hoá, điện, than, nước...)","sự tiêu diệt, sự tiêu huỷ, sự tàn phá",(y học) bệnh lao phổi
regional,'ri:dʤənl,"(thuộc) vùng, (thuộc) miền",,
broad,broutʃ,rộng,"bao la, mênh mông","rộng rãi, khoáng đạt, phóng khoáng"
bond,bɔnd,"dây đai, đay buộc; ((nghĩa bóng)) mối quan hệ, mối ràng buộc","giao kèo, khế ước, lời cam kết","(tài chính) phiếu nợ, bông"
maximum,'mæksiməm,"điểm cao nhất, cực điểm, cực độ, tối đa","cực độ, tối đa",
injury,'indʤəri,"sự làm hại, sự làm tổn hại, sự làm hỏng","điều hại, điều tổn hại; chỗ hỏng; chỗ bị thương","(pháp lý) sự xúc phạm, sự vi phạm quyền lợi; sự đối xử bất công"
properly,properly,"đúng, chính xác","(thông tục) hoàn toàn đích đáng, ra trò, hết sức","đúng đắn, đúng mức, thích hợp, hợp thức, hợp lệ, chỉnh"
moreover,mɔ:'rouvə,"hơn nữa, ngoài ra, vả lại, vả chăng",,
edition,i'diʃn,loại sách in ra loại sách xuất bản,"số bản in ra (báo, sách...)","lần in ra, lần xuất bản"
experiment,iks'periment - iks'periment,iks'periment/,"(+ on,  with) thí nghiệm, thử",cuộc thí nghiệm
fall,fɔ:l,"sự rơi, sự ngã; sự rụng xuống (lá); sự rũ xuống; sự hạ","sự sụp đổ, sự suy sụp (của một đế quốc...); sự sa sút, sự mất địa vị, sự xuống thế, sự xuống dốc (của một người...)","sự sụt giá, sự giảm giá"
reality,ri:'æliti,"sự thực, thực tế, thực tại; sự vật có thực","tính chất chính xác, tính chất xác thực, tính chất đúng (như nguyên bản)",
layer,'leiə,"người đặt, người gài (bẫy)",lớp,"(địa lý,ddịa chất) tầng đất, địa tầng"
immediate,i'mi:djət,trực tiếp,"lập tức, tức thì, ngay, trước mắt","gần gũi, gần nhất, sát cạnh"
quantity,'kwɔntiti,"lượng, số lượng, khối lượng","(số nhiều) số lớn, vô số, rất nhiều","mua một số lớn, mua rất nhiều"
typical,'tipikl,"tiêu biểu, điển hình ((cũng) typic)","đặc thù, đặc trưng",
edge,edʤ,"lưỡi, cạnh sắc (dao...); tính sắc","bờ, gờ, cạnh (hố sâu...); rìa, lề (rừng, cuốn sách...)","đỉnh, sống (núi...)"
dependent,di'pendənt,"người phụ thuộc, người tuỳ thuộc (vào người khác)","người dưới, người hầu",người sống dựa (vào người khác); người nhà (sống dựa vào lao động chính)
laid,lei,"bài thơ ngắn, bài vè ngắn","(thơ ca) bài hát, bài ca, bài thơ","(thơ ca) tiếng chim, hót"
teaching,'ti:tʃiɳ,"sự dạy, sự giảng dạy; sự dạy bảo",nghề dạy học,"lời dạy, bài học, điều giảng dạy; lời giáo huấn"
mechanical,mi'kænikəl,(thuộc) máy móc; (thuộc) cơ khí; (thuộc) cơ học,"máy móc, không sáng tạo",
proportion,proportion,"sự cân xứng, sự cân đối",tỷ lệ,(toán học) tỷ lệ thức
instruction,in'strʌkʃn,sự dạy,"kiến thức truyền cho, tài liệu cung cấp cho","(số nhiều) chỉ thị, lời chỉ dẫn"
cancer,'kænsə,bệnh ung thư,"(nghĩa bóng) ung nhọt, những cái xấu xa (của xã hội)",hạ chí tuyến
primarily,'praimərili,"trước hết, đầu tiên","chủ yếu, chính",
philosophy,fi'lɔsəfi,"triết học, triết lý",tính bình thản trong mọi hoàn cảnh; triết lý sống,luân lý
foot,fut,"chân, bàn chân (người, thú...)","bước chân, cách đi",(quân sự) bộ binh
settlement,'setlmənt,"sự giải quyết, sự dàn xếp, sự hoà giải",sự thanh toán,"sự đến ở, sự định cư, sự an cư lạc nghiệp; khu định cư, khu đất mới có người đến ở lập nghiệp"
desire,di'zaiə,"sự thèm muốn; sự mong muốn, sự ao ước, sự khát khao, sự mơ ước, lòng thèm muốn, lòng khát khao","vật mong muốn, vật ao ước",dục vọng
consumer,kən'sju:mə,"người tiêu dùng, người tiêu thụ (hàng hoá, thực phẩm...)",sự thờ ơ của khách hàng,
representative,",repri'zentətiv","miêu tả, biểu hiện","tiêu biểu, tượng trưng; đại diện",(chính trị) đại nghị
southern,'sʌðənə,người ở miền Nam,(Southerner) dân các bang miền Nam (nước Mỹ),
lay,lei,"bài thơ ngắn, bài vè ngắn","(thơ ca) bài hát, bài ca, bài thơ","(thơ ca) tiếng chim, hót"
delivery,di'livəri,"sự phân phát (thư); sự phân phối, sự giao hàng","cách nói; sự đọc, sự bày tỏ, sự phát biểu (ý kiến)",sự sinh đẻ
closely,'klousli,"gần, gần gũi, thân mật","chặt chẽ, khít, sát, sít vào nhau","kỹ lưỡng, tỉ mỉ, cẩn thận"
mission,'miʃn,"sứ mệnh, nhiệm vụ","sự đi công cán, sự đi công tác",phái đoàn
depth,depθ,"chiều sâu, bề sâu, độ sâu; độ dày","(từ lóng) sự sâu xa, tính thâm trầm (của tư tưởng...); tầm hiểu biết, năng lực, trình độ","chỗ sâu, chỗ thầm kín, đáy, chỗ tận cùng"
aware,ə'weə,"biết, nhận thấy, nhận thức thấy",,
combined,,"được tổ hợp, hỗn hợp, hợp phần",,
signal,'signl,"dấu hiệu, tín hiệu; hiệu lệnh","đang kể, đáng chú ý, nổi tiếng; gương mẫu; nghiêm minh","dùng làm dấu hiệu, để ra hiệu"
assumed,ə'sju:md,"làm ra vẻ, giả bô","giả, không có thật","được mệnh danh là đúng, được cho là đúng, được thừa nhận"
command,kə'mɑ:nd,"lệnh, mệnh lệnh","quyền chỉ huy, quyền điều khiển",sự làm chủ
engine,'endʤin,máy động cơ,đầu máy (xe lửa),dụng cụ chiến tranh
approval,ə'pru:vəl,"sự tán thành, sự đồng ý, sự chấp thuận",sự phê chuẩn,
entry,'entri,sự đi vào,(sân khấu) sự ra (của một diễn viên),"lối đi vào, cổng đi vào"
continuous,kən'tinjuəs,"liên tục, liên tiếp, không dứt, không ngừng",(ngôn ngữ học) tiến hành,(rađiô) duy trì
device,di'vais,"phương sách, phương kế; chước mưu","vật sáng chế ra (để dùng vào mục đích gì); thiết bị, dụng cụ, máy móc",hình vẽ; hình trang trí; hình tương trưng
channel,'tʃænl,eo biển,"lòng sông, lòng suối","kênh mương, lạch; ống dẫn (nước dầu...)"
technique,tek'ni:k,kỹ xảo,"phương pháp kỹ thuật, kỹ thuật",
cotton,'kɔtn,bông,cây bông,"chỉ, sợi"
ensure,in'ʃuə,bảo đảm,giành được chắc chắn (cái gì) (cho ai),"(từ cổ,nghĩa cổ) bảo hiểm"
proof,proof,"chứng, chứng cớ, bằng chứng",sự chứng minh,"sự thử, sự thử thách"
contribution,",kɔntri'bju:ʃn","sự đóng góp, sự góp phần; phần đóng góp, phần gánh vác",vật đóng góp,bài báo
securities,,(Econ) Chứng khoán.,,
protect,protect,"bảo vệ, bảo hộ, che chở",bảo vệ (nền công nghiệp trong nước chống lại sự cạnh tranh của hàng nước ngoài),(kỹ thuật) lắp thiết bị bảo hộ lao động (cho máy để phòng tai nạn)
document,'dɔkjumənt,"văn kiện; tài liệu, tư liệu",chứng minh bằng tư liệu; dẫn chứng bằng tư liệu,"đưa ra tài liệu, cung cấp tư liệu"
port,pɔ:t,cảng,(nghĩa bóng) nơi ẩn náu; nơi tỵ nạn,(Ê-cốt) cổng thành
assume,ə'sju:m,"mang, khoác, có, lấy (cái vẻ, tính chất...)","làm ra vẻ, giả bộ","cho rằng (là đúng); giả sử (là đúng), thừa nhận"
leadership,'li:dəʃip,sự lânh đạo,khả năng lânh đạo; đức tính của người lânh đạo,"bộ phận lânh đạo, tập thể lânh đạo"
